#TYPE System.Management.Automation.PSCustomObject																														
batchid	dbid	client_matter	clientid	loadnr	orig_dcb	conv_dcb	orig_dir	st_backup	st_backup_arch	st_get_natives	st_get_images	st_get_images2	st_add_db	st_add_natives	st_db_sizes	db_bytes	db_files	natives_bytes	natives_files_present	natives_files_missing	images_bytes	images_files_present	images_files_missing	st_qc_tags	st_qc_compare_tags	st_convert	st_get_arch_db_files	st_sizes_natives	st_sizes_images	st_all
3	500		501 - 088136.000003		X:\088136\000003\ANGIOSCORE_PRODUCTIONS\ANGIOSCORE_PRODUCTIONS.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\088136\000003\ANGIOSCORE_PRODUCTIONS\ANGIOSCORE_PRODUCTIONS.DCB			2	2	2	2			2	330801372	92	4871207699	2618	15	9982448589	51690	11905					2	2	2
3	501		502 - 088136.000003		X:\088136\000003\ANGIOSCORE_SCANNED_DOC_REVIEW\ANGIOSCORE_SCANNED_DOC_REVIEW.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\088136\000003\ANGIOSCORE_SCANNED_DOC_REVIEW\ANGIOSCORE_SCANNED_DOC_REVIEW.DCB			2	2	2	2			2	74293890	36	0	0	0	5924861294	15911	1					2	2	2
3	502		503 - 088136.000003		X:\088136\000003\07_30_10_V1\07_30_10_V1.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\088136\000003\07_30_10_V1\07_30_10_V1.DCB			2	2	2	2			2	27598714	19	0	0	0	0	0	0					2	2	2
3	503		504 - 088375.000049		X:\088375\000049\HL_Review\MedImmune_Roelvink_Production\ROELVINK_PRODUCTION.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\088375\000049\HL_Review\MedImmune_Roelvink_Production\ROELVINK_PRODUCTION.DCB			2	2	2	2			2	6638092	25	0	0	0	130378998	750	2					2	2	2
3	504		505 - 089110.000221		X:\089110\000221\Weiss\WEISS.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\089110\000221\Weiss\WEISS.DCB			2	2	2	2			2	2052646	17	0	0	0	16114740	384	0					2	2	2
3	505		506 - 090231.000053		X:\090231\000053\Mxisupplemental6_1_2010\MXISUPPLEMENTAL6_1_2010.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090231\000053\Mxisupplemental6_1_2010\MXISUPPLEMENTAL6_1_2010.DCB			2	2	2	2			2	2010430	31	0	0	0	391601038	16083	0					2	2	2
3	506		507 - 090231.000053		X:\090231\000053\MXISUPP6_11_2010\MXISUPP6_11_2010.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090231\000053\MXISUPP6_11_2010\MXISUPP6_11_2010.DCB			2	2	2	2			2	1196212	21	0	0	0	32548571	345	0					2	2	2
3	507		508 - 090231.000059		X:\090231\000059\Sabre_Email\SABRE_EMAIL.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090231\000059\Sabre_Email\SABRE_EMAIL.DCB			2	2	2	2			2	15071516	28	0	0	696	0	0	0					2	2	2
3	508		509 - 090268.000040		X:\090268\000040\AES_Changuinola\AES_CHANGUINOLA.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090268\000040\AES_Changuinola\AES_CHANGUINOLA.DCB			2	2	2	2			2	386215370	35	6297235037	3164	10	17016598524	155058	1					2	2	2
3	509		510 - 090268.000040		X:\090268\000040\AES_Production\AESICC_PROD.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090268\000040\AES_Production\AESICC_PROD.DCB			2	2	2	2			2	52035196	24	0	0	0	1280407738	18333	0					2	2	2
3	510		511 - 090268.000040		X:\090268\000040\Gavilan Native 7-22-11\GAVNATIVE_072211.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090268\000040\Gavilan Native 7-22-11\GAVNATIVE_072211.DCB			2	0	0				2	18349460	23													0
3	511		512 - 090268.000040		X:\090268\000040\Gavilan Native MSG\GAV_NATIVE_MSG.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090268\000040\Gavilan Native MSG\GAV_NATIVE_MSG.DCB			2	0	0				2	7665841	23													0
3	512		513 - 090268.000040		X:\090268\000040\Gavilan Production MSG\GAVILANPROD_MSG.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090268\000040\Gavilan Production MSG\GAVILANPROD_MSG.DCB			2	0	0				2	41072640	24													0
3	513		514 - 090268.000040		X:\090268\000040\Gavilan_Production\GAVILAN_PROD.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090268\000040\Gavilan_Production\GAVILAN_PROD.DCB			2	2	2	2			2	149060971	32	367109623	433	2	12530573803	80111	0					2	2	2
3	514		515 - 090334.000001		X:\090334\000001\PLEADINGS\PLEADINGS.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\000001\PLEADINGS\PLEADINGS.DCB			2	2	2	2			2	39142722	29	0	0	0	617484506	15475	0					2	2	2
3	515		516 - 090334.000046		X:\090334\000046\Free_Range_Studios_Prod\FREE_RANGE_STUDIOS_PROD.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\000046\Free_Range_Studios_Prod\FREE_RANGE_STUDIOS_PROD.DCB			2	2	2	2			2	23234	4	0	0	0	0	0	0					2	2	2
3	516		517 - 090334.000046		X:\090334\000046\New_Plaintiffs_PILI002\NEW_PLAINTIFFS_PILI002.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\000046\New_Plaintiffs_PILI002\NEW_PLAINTIFFS_PILI002.DCB			2	2	2	2			2	34615	5	0	0	0	0	0	0					2	2	2
3	517		518 - 090334.000046		X:\090334\000046\OVERLAY\OVERLAY.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\000046\OVERLAY\OVERLAY.DCB			2	2	2	2			2	1545608	13	0	0	0	0	0	0					2	2	2
3	518		519 - 090334.000046		X:\090334\000046\Pil_004\PIL_004.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\000046\Pil_004\PIL_004.DCB			2	2	2	2			2	38721	7	0	0	0	0	0	0					2	2	2
3	519		520 - 090334.000046		X:\090334\000046\PILI001\PILI001.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\000046\PILI001\PILI001.DCB			2	2	2	2			2	34615	5	0	0	0	0	0	0					2	2	2
3	520		521 - 090334.000046		X:\090334\000046\PILNET_Email_Review\PILNET_EMAIL_REVIEW.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\000046\PILNET_Email_Review\PILNET_EMAIL_REVIEW.DCB			2	2	2	2			2	34615	5	0	0	0	0	0	0					2	2	2
3	521		522 - 090334.000046		X:\090334\000046\Razorfish_Prod\RAZORFISH_PROD.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\000046\Razorfish_Prod\RAZORFISH_PROD.DCB			2	2	2	2			2	34615	5	0	0	0	0	0	0					2	2	2
3	522		523 - 090334.000766		X:\090334\000766\NonBill_Brian_Buckley_Brian_Buckley_Document_Review\BRIAN_BUCKLEY.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\000766\NonBill_Brian_Buckley_Brian_Buckley_Document_Review\BRIAN_BUCKLEY.DCB			2	2	2	2			2	6000076	30	402859557	744	285	496987293	1742	0					2	2	2
3	523		524 - 090334.000766		X:\090334\000766\NonBill_Brian_Buckley_Brian_Buckley_Production_Database\BRIAN_BUCKLEY_PRODUCTION.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\000766\NonBill_Brian_Buckley_Brian_Buckley_Production_Database\BRIAN_BUCKLEY_PRODUCTION.DCB			2	2	2	2			2	2250923	28	174393732	279	0	820104856	1211	0					2	2	2
3	524		525 - 090334.000766		X:\090334\000766\NonBill_Brian_Buckley_Museum_Production\MUSEUM_PRODUCTION.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\000766\NonBill_Brian_Buckley_Museum_Production\MUSEUM_PRODUCTION.DCB			2	2	2	2			2	623501	22	0	0	0	3010654	101	0					2	2	2
3	525		526 - 090334.001046		X:\090334\001046\Pili_Chicago_Expert_Documents\PILI_CHICAGO_EXPERT_DOCUMENTS.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\001046\Pili_Chicago_Expert_Documents\PILI_CHICAGO_EXPERT_DOCUMENTS.DCB			2	2	2	2			2	555927	17	0	0	0	128374423	281	1					2	2	2
3	526		527 - 090334.001046		X:\090334\001046\PILNET_PRODUCTIONS\PILNET_PRODUCTIONS.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\001046\PILNET_PRODUCTIONS\PILNET_PRODUCTIONS.DCB			2	2	2	2			2	6092210	29	0	0	0	72096912	1287	0					2	2	2
3	527		528 - 090334.001046		X:\090334\001046\PI001\PI001.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\001046\PI001\PI001.DCB			2	2	2	2			2	1309112	32	0	0	0	4596052	83	0					2	2	2
3	528		529 - 090334.001046		X:\090334\001046\PILNET_REVIEW\PILNET_REVIEW.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\001046\PILNET_REVIEW\PILNET_REVIEW.DCB			2	2	2	2			2	35477037	36	0	0	0	387554333	6328	0					2	2	2
3	529		530 - 090334.001046		X:\090334\001046\PILNET_REVIEW_2\PILNET_REVIEW_2.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\001046\PILNET_REVIEW_2\PILNET_REVIEW_2.DCB			2	2	2	2			2	39025040	31	0	0	0	641600104	9154	0					2	2	2
3	530		531 - 090334.001193		X:\090334\001193\Nonbill_UHAB_UHAB_Production_DB\UHAB_PRODUCTION_DB.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\001193\Nonbill_UHAB_UHAB_Production_DB\UHAB_PRODUCTION_DB.DCB			2	2	2	2			2	4289958	28	8996382	19	0	61480288	807	0					2	2	2
3	531		532 - 090334.001193		X:\090334\001193\Nonbill_UHAB_UHAB_Review_DB\UHAB_REVIEW_DB.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\001193\Nonbill_UHAB_UHAB_Review_DB\UHAB_REVIEW_DB.DCB			2	2	2	2			2	13517807	31	68251613	189	0	259411117	3145	0					2	2	2
3	532		533 - 090334.003110		X:\090334\003110\Raher_Email_Suppprod\RAHER_EMAIL_SUPPPROD.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\003110\Raher_Email_Suppprod\RAHER_EMAIL_SUPPPROD.DCB			2	2	2	2			2	28175290	31	18101248	30	0	613230584	7607	0					2	2	2
3	533		534 - 090334.003110		X:\090334\003110\RAHER_PRODUCTION\RAHER_PRODUCTION.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\003110\RAHER_PRODUCTION\RAHER_PRODUCTION.DCB			2	2	2	2			2	19766967	34	1589760	3	13	259131853	3504	1049					2	2	2
3	534		535 - 090334.003110		X:\090334\003110\RAHER_PRODUCTION2\RAHER_PRODUCTION2.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\003110\RAHER_PRODUCTION2\RAHER_PRODUCTION2.DCB			2	2	2	2			2	713614	16	0	0	0	29805790	408	0					2	2	2
3	535		536 - 090334.003110		X:\090334\003110\RAHER_REVIEW\RAHER_REVIEW.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\003110\RAHER_REVIEW\RAHER_REVIEW.DCB			2	2	2	2			2	9781365	29	0	0	0	217026312	3282	0					2	2	2
3	536		537 - 090334.003110		X:\090334\003110\REVISED_HO003_PRODUCTION\REVISED_HO003_PRODUCTION.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\003110\REVISED_HO003_PRODUCTION\REVISED_HO003_PRODUCTION.DCB			2	2	2	2			2	15521825	26	8337920	13	0	275150134	3578	0					2	2	2
3	537		538 - 090334.003110		X:\090334\003110\RAHER_EMAIL_REVIEW\RAHER_EMAIL_REVIEW.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\003110\RAHER_EMAIL_REVIEW\RAHER_EMAIL_REVIEW.DCB			2	2	2	2			2	30505493	32	19691008	33	0	613230584	7607	0					2	2	2
3	538		539 - 090334.009065		X:\090334\009065\NonBill_Zeigler_Docs\ZEIGLER.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\009065\NonBill_Zeigler_Docs\ZEIGLER.DCB			2	2	2	2			2	1086999	22	1331067685	469	0	0	0	0					2	2	2
3	539		540 - 090334.010383		X:\090334\010383\090334_NonBill_10383_CT_CSD_Database\CT CSD DATABASE.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090334\010383\090334_NonBill_10383_CT_CSD_Database\CT CSD DATABASE.DCB			2	0	0				2	232610	13													0
3	540		541 - 090600.000023		X:\090600\000023\AMCREV001\AMCREV001.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090600\000023\AMCREV001\AMCREV001.DCB			2	2	2	2			2	128288674	33	276175885	2726	0	0	0	0					2	2	2
3	541		542 - 090897.000007		X:\090897\000007\Pioneer_VOL001\VOL001.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090897\000007\Pioneer_VOL001\VOL001.DCB			2	2	2	2			2	22050143	28	0	0	203	275623848	5250	0					2	2	2
3	542		543 - 090897.000017		X:\090897\000017\UNIVAR_PRODUCTIONS\UNIVAR_PRODUCTIONS.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\090897\000017\UNIVAR_PRODUCTIONS\UNIVAR_PRODUCTIONS.DCB			2	2	2	2			2	128398803	29	340588806	577	0	770054490	14954	0					2	2	2
3	543		544 - 098837.000006		X:\098837\000006\HL_Review\BW_Doc_Review -DO NOT DELETE THIS COPY\BW_DOC_REVIEW.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\098837\000006\HL_Review\BW_Doc_Review -DO NOT DELETE THIS COPY\BW_DOC_REVIEW.DCB			2	0	0				2	291401423	1316													0
3	546		547 - 099762.000033		X:\099762\000033\PDVSA_Pension_Master_Database\SHEARMAN_PRODUCTION_DOCS.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\099762\000033\PDVSA_Pension_Master_Database\SHEARMAN_PRODUCTION_DOCS.DCB			2	2	2	2			2	8797223	26	0	0	0	93130985	1767	0					2	2	2
3	547		548 - 700999.000130		X:\700999\000130\Citgo\CITGO_Opposing_Production\CITGO_OPPOSING_PRODUCTION.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\700999\000130\Citgo\CITGO_Opposing_Production\CITGO_OPPOSING_PRODUCTION.DCB			2	2	2	2			2	37713578	46	0	0	0	0	0	3402					2	2	2
3	548		549 - 703711.000001		X:\703711\000001\HL_Review\Beckemeyer_Review\BECKEMEYER_REVIEW.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\703711\000001\HL_Review\Beckemeyer_Review\BECKEMEYER_REVIEW.DCB			2	2	2	2			2	894465694	54	0	0	0	5266419412	136426	0					2	2	2
3	549		550 - 999999.000001		X:\999999\000001\Nahc_p_002\NAHC_P_002.DCB	W:\_LN_Test\\Bkups-Batch3-for-Archiving-Analysis\999999\000001\Nahc_p_002\NAHC_P_002.DCB			2	2	2	2			2	629774	27	0	0	0	3223737	66	0					2	2	2
4	550				X:\002383\000014\Standard_Oppenheimer_Email_Production_DB\EMAIL_PROD_DB.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002383\000014\Standard_Oppenheimer_Email_Production_DB\EMAIL_PROD_DB.DCB			2	2	2																			0
4	551				X:\002383\000014\Standard_Oppenheimer_Email_Review_DB\EMAIL_REVIEW_DB.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002383\000014\Standard_Oppenheimer_Email_Review_DB\EMAIL_REVIEW_DB.DCB			2	2	2																			0
4	552				X:\002383\000014\Standard_Oppenheimer_Email_Review_DB_Vol_II\EMAIL_REVIEW_DB_2.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002383\000014\Standard_Oppenheimer_Email_Review_DB_Vol_II\EMAIL_REVIEW_DB_2.Dcb			2	2	2																			0
4	553				X:\002383\000014\Standard_Oppenheimer_Opposing_Production\OPPOSING_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002383\000014\Standard_Oppenheimer_Opposing_Production\OPPOSING_PRODUCTION.DCB			2	2	2																			0
4	554				X:\002383\000014\Standard_Oppenheimer_Production_QC\PRODUCTION_QC.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002383\000014\Standard_Oppenheimer_Production_QC\PRODUCTION_QC.DCB			2	2	2																			0
4	555				X:\002423\000002\SOMPO_HARDCOPY_REVIEW_DB\SOMPO_HARDCOPY_REVIEW_DB.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002423\000002\SOMPO_HARDCOPY_REVIEW_DB\SOMPO_HARDCOPY_REVIEW_DB.DCB			2	2	2																			0
4	556				X:\002423\000002\Sompo_Transactions_Native_Review_DB\SOMPO_TRANSACTIONS_NATIVE_REVIEW_DB.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002423\000002\Sompo_Transactions_Native_Review_DB\SOMPO_TRANSACTIONS_NATIVE_REVIEW_DB.DCB			2	2	2																			0
4	557				X:\002510\000004\McKinsey_New_Stream_McKinsey_Review_DB\McKinsey_Review_DB.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002510\000004\McKinsey_New_Stream_McKinsey_Review_DB\McKinsey_Review_DB.Dcb			2	2	2																			0
4	558				X:\002510\000004\McKinsey_New_Stream_McKinsey_Review_DB_2\McKinsey_Review_DB_2.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002510\000004\McKinsey_New_Stream_McKinsey_Review_DB_2\McKinsey_Review_DB_2.Dcb			2	2	2																			0
4	559				X:\002514\000010\WTC_Vitro_Litigation_USBank_Production\USBANK_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002514\000010\WTC_Vitro_Litigation_USBank_Production\USBANK_PRODUCTION.DCB			2	2	2																			0
4	560				X:\002514\000010\WTC_Vitro_Litigation_Vitro_Confirms_Production\Vitro_Confirms_Production.-Redlines.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002514\000010\WTC_Vitro_Litigation_Vitro_Confirms_Production\Vitro_Confirms_Production.-Redlines.Dcb			2	2	2																			0
4	561				X:\002514\000010\WTC_Vitro_Litigation_Vitro_Confirms_Production\VITRO_CONFIRMS_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002514\000010\WTC_Vitro_Litigation_Vitro_Confirms_Production\VITRO_CONFIRMS_PRODUCTION.DCB			2	2	2																			0
4	562				X:\002514\000010\WTC_Vitro_Litigation_Vitro_Production\Vitro_Production.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002514\000010\WTC_Vitro_Litigation_Vitro_Production\Vitro_Production.Dcb			2	2	2																			0
4	563				X:\002514\000010\WTC_Vitro_Litigation_Vitro_Review\Vitro_Review.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002514\000010\WTC_Vitro_Litigation_Vitro_Review\Vitro_Review.DCB			2	2	2																			0
4	564				X:\002749\000001\LSE_Production\LSE_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002749\000001\LSE_Production\LSE_PRODUCTION.DCB			2	2	2																			0
4	565				X:\002749\000001\SOLARRE_Production\SOLARRE_REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002749\000001\SOLARRE_Production\SOLARRE_REVIEW.DCB			2	2	2																			0
4	566				X:\002813\000001\CX_Exhibits\CX_001.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002813\000001\CX_Exhibits\CX_001.DCB			2	2	2																			0
4	567				X:\002813\000001\JX_Exhibits\JX_001.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002813\000001\JX_Exhibits\JX_001.DCB			2	2	2																			0
4	568				X:\002813\000001\Third_Party_Productions\Third_Party_Productions.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002813\000001\Third_Party_Productions\Third_Party_Productions.DCB			2	2	2																			0
4	569				X:\002943\000002\HL_Review\PAUL_WEISS\RIM_RESPONSIVE.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002943\000002\HL_Review\PAUL_WEISS\RIM_RESPONSIVE.DCB			2	2	2																			0
4	570				X:\002943\000002\HL_Review\PRIOR\RIM_REVIEW.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002943\000002\HL_Review\PRIOR\RIM_REVIEW.Dcb			2	0	0																			0
4	571				X:\002943\000002\HL_Review\PrivilegeLog\RIM_BIDCO_PRIVILEGE_LOG.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002943\000002\HL_Review\PrivilegeLog\RIM_BIDCO_PRIVILEGE_LOG.DCB			2	2	2																			0
4	572				X:\002943\000002\HL_Review\TO_Client_20111020\BIDCO_REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002943\000002\HL_Review\TO_Client_20111020\BIDCO_REVIEW.DCB			2	2	2																			0
4	573				X:\002943\002944\000001\HL_Production\HRG_PROD.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\002943\002944\000001\HL_Production\HRG_PROD.DCB			2	2	2																			0
4	574				X:\003156\000001\SKULLCANDYPROD002\SKULLCANDYPROD002.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003156\000001\SKULLCANDYPROD002\SKULLCANDYPROD002.DCB			2	2	2																			0
4	575				X:\003156\000001\Wnskullcandy0101\Wnskullcandy0101.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003156\000001\Wnskullcandy0101\Wnskullcandy0101.Dcb			2	2	2																			0
4	576				X:\003540\000114\Aisin_Entities\AISIN_ENTITIES.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Aisin_Entities\AISIN_ENTITIES.DCB			2	2	2																			0
4	577				X:\003540\000114\Atmel_Production\ATMEL_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Atmel_Production\ATMEL_PRODUCTION.DCB			2	2	2																			0
4	578				X:\003540\000114\Beacon_Production\BEACON_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Beacon_Production\BEACON_PRODUCTION.DCB			2	2	2																			0
4	579				X:\003540\000114\BMW_Production\BMW_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\BMW_Production\BMW_PRODUCTION.DCB			2	2	2																			0
4	580				X:\003540\000114\Clarion_Production\Clarion_Production.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Clarion_Production\Clarion_Production.Dcb			2	2	2																			0
4	581				X:\003540\000114\CSR_Beacon_Production\CSR_BEACON_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\CSR_Beacon_Production\CSR_BEACON_PRODUCTION.DCB			2	2	2																			0
4	582				X:\003540\000114\Delphi_Production\DELPHI_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Delphi_Production\DELPHI_PRODUCTION.DCB			2	2	2																			0
4	583				X:\003540\000114\Denso_Wireless_Production\Denso_Wireless_Production.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Denso_Wireless_Production\Denso_Wireless_Production.Dcb			2	2	2																			0
4	584				X:\003540\000114\eRide_INC\ERIDE_INC.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\eRide_INC\ERIDE_INC.DCB			2	2	2																			0
4	585				X:\003540\000114\Ford_Production\FORD_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Ford_Production\FORD_PRODUCTION.DCB			2	2	2																			0
4	586				X:\003540\000114\Fujitsu_Ten_Corp_Of_America\FUJITSU_TEN_CORP_OF_AMERICA.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Fujitsu_Ten_Corp_Of_America\FUJITSU_TEN_CORP_OF_AMERICA.DCB			2	2	2																			0
4	587				X:\003540\000114\Harman_Becker_Automotive_Systems_Inc\HARMAN_BECKER_AUTOMOTIVE_SYSTEMS_INC.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Harman_Becker_Automotive_Systems_Inc\HARMAN_BECKER_AUTOMOTIVE_SYSTEMS_INC.DCB			2	2	2																			0
4	588				X:\003540\000114\Hertz_Production\Hertz_Production.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Hertz_Production\Hertz_Production.Dcb			2	2	2																			0
4	589				X:\003540\000114\Honda_Production\HONDA_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Honda_Production\HONDA_PRODUCTION.DCB			2	2	2																			0
4	590				X:\003540\000114\Hyundai_Mobis_Alabama_LLC_&_Georgia_USA\HYUNDAI_MOBIS_ALABAMA_LLC_&_GEORGIA_USA.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Hyundai_Mobis_Alabama_LLC_&_Georgia_USA\HYUNDAI_MOBIS_ALABAMA_LLC_&_GEORGIA_USA.DCB			2	2	2																			0
4	591				X:\003540\000114\MA_COM\MA_COM.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\MA_COM\MA_COM.DCB			2	2	2																			0
4	592				X:\003540\000114\Mercedes_ITC_Production\Mercedes_Itc_Production.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Mercedes_ITC_Production\Mercedes_Itc_Production.Dcb			2	2	2																			0
4	593				X:\003540\000114\Mercedes_ITC_Review\Mercedes_Itc_Review.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Mercedes_ITC_Review\Mercedes_Itc_Review.Dcb			2	2	2																			0
4	594				X:\003540\000114\MiTAC_Production\MITAC_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\MiTAC_Production\MITAC_PRODUCTION.DCB			2	2	2																			0
4	595				X:\003540\000114\Navsol_Production\NAVSOL_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Navsol_Production\NAVSOL_PRODUCTION.DCB			2	2	2																			0
4	596				X:\003540\000114\Nissan_Production\Nissan_Production.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Nissan_Production\Nissan_Production.Dcb			2	2	2																			0
4	597				X:\003540\000114\Panasonic\PANASONIC.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Panasonic\PANASONIC.DCB			2	2	2																			0
4	598				X:\003540\000114\Porsche_Production\Porsche_Production.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\003540\000114\Porsche_Production\Porsche_Production.Dcb			2	2	2																			0
